zipcode,stop_name,lat,lng,county
91941,Allison Av & Palm Av,32.765915,-117.019588,San Diego County
91941,La Mesa Bl & University Av,32.767805,-117.015427,San Diego County
91977,Sweetwater Rd & Jamacha Rd,32.714228,-117.0128,San Diego County
91941,La Mesa Bl & Glen St,32.769344,-117.011003,San Diego County
91977,Orville St & Brucker Av,32.709168,-117.009255,San Diego County
91941,La Mesa Bl & Jackson Dr,32.770425,-117.008508,San Diego County
92119,Navajo Rd & Jaffe Ct,32.802796,-117.008673,San Diego County
91941,La Mesa Bl & Garfield St,32.772304,-117.006042,San Diego County
92037,Pearl St & La Jolla Bl,32.839152,-117.277924,San Diego County
92037,Silverado St & Herschel Av,32.845184,-117.273406,San Diego County
92037,Torrey Pines Rd & Prospect St,32.847411,-117.266943,San Diego County
92109,Turquoise St & La Jolla Bl,32.808123,-117.261262,San Diego County
92109,Grand Av & Bayard St,32.79503,-117.2527,San Diego County
92109,Garnet Av & Cass St,32.797376,-117.251519,San Diego County
92109,Grand Av & Cass St,32.795427,-117.250901,San Diego County
92109,Garnet Av & Fanuel St,32.798559,-117.245961,San Diego County
92037,La Jolla Village Dr & N. Torrey Pines Rd,32.869972,-117.241793,San Diego County
92107,Voltaire St & Froude St,32.747543,-117.239543,San Diego County
92109,Grand Av & Ingraham St,32.797864,-117.239731,San Diego County
92107,Voltaire St & Soto St,32.746232,-117.237447,San Diego County
92109,W Mission Bay Dr & Quivira Rd,32.765237,-117.237601,San Diego County
92109,Grand Av & Lamont St,32.799062,-117.234323,San Diego County
92037,La Jolla Village Dr & Villa La Jolla Dr,32.871496,-117.233107,San Diego County
92107,West Point Loma Bl & Temecula St,32.752249,-117.232596,San Diego County
92106,Voltaire St & Las Lomas St,32.741333,-117.231047,San Diego County
92106,Macaulay St & Tustin St,32.732805,-117.23128,San Diego County
92109,Garnet Av & Olney St,32.802198,-117.229528,San Diego County
92109,Grand Av & Olney St,32.800263,-117.22882,San Diego County
92109,Garnet Av & Fogg St,32.803448,-117.225708,San Diego County
92109,Garnet Av & Soledad Mountain Rd,32.804965,-117.223405,San Diego County
92110,West Point Loma Bl & Groton St,32.754362,-117.221538,San Diego County
92122,Governor Dr & Regents Rd,32.851276,-117.216235,San Diego County
92122,Governor Dr & Scripps St,32.85095,-117.214988,San Diego County
92117,Clairemont Mesa Bl & Moraga Av,32.828417,-117.213002,San Diego County
92122,Governor Dr & Stadium St,32.850724,-117.21296,San Diego County
92122,La Jolla Village Dr & Executive Wy,32.873694,-117.209088,San Diego County
92110,Midway Dr & East Dr,32.750285,-117.209104,San Diego County
92122,Governor Dr & Mercer St,32.851883,-117.209944,San Diego County
92117,Clairemont Mesa Bl & Pocahontas Av,32.827605,-117.208514,San Diego County
92110,Clairemont Dr & Denver St,32.790261,-117.202797,San Diego County
92126,Mira Mesa Bl & Scranton Rd,32.892518,-117.20095,San Diego County
92117,Clairemont Mesa Bl & Dubois Dr,32.83437,-117.197424,San Diego County
92117,Clairemont Mesa Bl & Genesee Av,32.834353,-117.194201,San Diego County
92117,Clairemont Mesa Bl & Frink Av,32.834384,-117.19118,San Diego County
92110,Hotel Circle S & I-8 West (Ramp),32.759261,-117.188449,San Diego County
92110,Linda Vista Rd & Goshen St,32.770327,-117.187919,San Diego County
92117,Clairemont Mesa Bl & Diane Av,32.834355,-117.186694,San Diego County
92117,Balboa Av & Mt Everest Bl,32.818075,-117.184965,San Diego County
92117,Balboa Av & Genesee Av,32.819356,-117.181326,San Diego County
92110,Linda Vista Rd & Via Las Cumbres,32.771515,-117.17987,San Diego County
92121,Miramar Rd & Miramar Pl,32.877589,-117.177995,San Diego County
92111,Balboa Av & Mt Alifan Dr,32.820161,-117.175479,San Diego County
92117,Clairemont Mesa Bl & Doliva Dr,32.834225,-117.175154,San Diego County
92101,Broadway & N Harbor Dr,32.7156,-117.172492,San Diego County
92121,Miramar Rd & Frost Mar Pl,32.877608,-117.172252,San Diego County
92111,Balboa Av & Mt Albertine Av,32.820169,-117.171175,San Diego County
92103,Washington St & Falcon St,32.749745,-117.170182,San Diego County
92101,Broadway & Kettner Bl,32.715622,-117.168818,San Diego County
92103,Washington St & Dove St,32.749748,-117.168309,San Diego County
92111,Balboa Av & Hathaway St,32.820544,-117.166495,San Diego County
92111,Genesee Av & Linda Vista Rd,32.791217,-117.165071,San Diego County
92121,Miramar Rd & Production Av,32.878678,-117.164342,San Diego County
92111,Clairemont Mesa Bl & Shawline St (Kaiser),32.832478,-117.162882,San Diego County
92111,Mesa College Dr & Armstrong St,32.802784,-117.163108,San Diego County
92103,Washington St & 4th Av,32.749804,-117.162283,San Diego County
92108,Metropolitan Dr & Mission Valley Rd,32.777938,-117.157427,San Diego County
92101,Market St & 6th Av,32.711436,-117.158784,San Diego County
92108,Metropolitan Dr & Murray Canyon Rd,32.777295,-117.157713,San Diego County
92111,Clairemont Mesa Bl & Ruffner St,32.832544,-117.158712,San Diego County
92103,University Av & 7th Av,32.748268,-117.15893,San Diego County
92108,Camino De La Reina & Camino De La Siesta,32.766324,-117.160209,San Diego County
92123,Vista Hill Av & Health Center Dr,32.794868,-117.156827,San Diego County
92108,Murray Canyon Rd & Mission Heights Rd,32.776069,-117.157736,San Diego County
92126,Mira Mesa Bl & Parkdale Av,32.910661,-117.155114,San Diego County
92101,Market St & 14th St,32.711451,-117.151489,San Diego County
92101,Broadway & 15th St,32.715697,-117.150049,San Diego County
92111,Clairemont Mesa Bl & Mercury St,32.832645,-117.148315,San Diego County
92126,Mira Mesa Bl & Reagan Rd (W),32.912368,-117.148726,San Diego County
92113,Imperial Av & 19th St,32.706211,-117.146351,San Diego County
92103,El Cajon Bl & Park Bl,32.75512,-117.14571,San Diego County
92123,Aero Dr & Afton Rd,32.809552,-117.144177,San Diego County
92116,Adams Av & Florida St,32.762411,-117.143507,San Diego County
92126,Mira Mesa Bl & Camino Ruiz,32.912583,-117.143035,San Diego County
92123,Balboa Av & 8611 (Kyocera),32.820548,-117.141659,San Diego County
92113,Imperial Av & 25th St,32.706272,-117.139524,San Diego County
92113,Ocean View Bl & Commercial St,32.705164,-117.139861,San Diego County
92104,El Cajon Bl & Louisiana St,32.755142,-117.139706,San Diego County
92116,Adams Av & Louisiana St,32.762804,-117.139822,San Diego County
92113,Logan Av & Sampson St,32.697842,-117.139144,San Diego County
92123,Aero Dr & Sandrock Rd,32.809625,-117.1397,San Diego County
92123,Kearny Villa Rd & Kearny Villa Way,32.830821,-117.139767,San Diego County
92123,Gramercy Dr & Sandrock Rd,32.802944,-117.1382,San Diego County
92104,University Av & Arnold Av,32.748395,-117.136509,San Diego County
92113,National Av & 27th St,32.695798,-117.13558,San Diego County
92104,El Cajon Bl & Oregon St,32.755163,-117.134781,San Diego County
92104,University Av & Pershing Av,32.748394,-117.134346,CAL Fire San Diego Unit
92037,Pearl St & Draper Av,32.839578,-117.276187,San Diego County
92037,Pearl St & Fay Av,32.840128,-117.27381,San Diego County
92037,Torrey Pines Rd & Exchange Pl,32.845847,-117.268673,San Diego County
92109,Garnet Av & Everts St,32.798101,-117.24825,San Diego County
92109,Grand Av & Fanuel St,32.796529,-117.245834,San Diego County
92109,Garnet Av & Haines St,32.799294,-117.242774,San Diego County
92109,Garnet Av & Ingraham St,32.79965,-117.241202,San Diego County
92109,Garnet Av & Jewell St,32.800124,-117.239063,San Diego County
92107,Voltaire St & Mendocino St,32.745067,-117.235749,San Diego County
92109,Garnet Av & Lamont St,32.800877,-117.235567,San Diego County
92107,Voltaire St & San Clemente St,32.742869,-117.233536,San Diego County
92109,Garnet Av & Noyes St,32.801713,-117.231749,San Diego County
92106,Chatsworth Bl & Tennyson St,32.738147,-117.229704,San Diego County
92106,Voltaire St & Poinsettia Dr,32.740256,-117.229295,San Diego County
92110,West Point Loma Bl & Adrian St,32.752661,-117.226733,San Diego County
92106,Nimitz Bl & Rosecrans St,32.728943,-117.226535,San Diego County
92109,Grand Av & Culver St,32.800913,-117.225849,San Diego County
92110,West Point Loma Bl & Loma Riviera Dr,32.753402,-117.224077,San Diego County
92109,Garnet Av & Bond St,32.805504,-117.221214,San Diego County
92110,Sports Arena Bl & Midway Dr,32.755674,-117.221094,San Diego County
92110,Midway Dr & Duke St,32.75393,-117.218141,San Diego County
92110,Midway Dr & Kemper St,32.752436,-117.215847,San Diego County
92109,Grand Av & Mission Bay Dr,32.802273,-117.217839,San Diego County
92110,Morena Bl & Frankfort St,32.774686,-117.206214,San Diego County
92122,Governor Dr & Radcliffe Dr,32.854345,-117.206106,San Diego County
92110,Morena Bl & Knoxville St,32.773327,-117.203984,San Diego County
92117,Clairemont Dr & Merrimac Av,32.833072,-117.202867,San Diego County
92110,Linda Vista Rd & Colusa St,32.768909,-117.191138,San Diego County
92110,Taylor St & I-8 East (Ramp),32.759253,-117.190504,San Diego County
92117,Clairemont Mesa Bl & Longford St,32.834321,-117.182855,San Diego County
92121,Miramar Rd & Miramar Mall,32.876884,-117.18299,San Diego County
92101,N Harbor Dr & Laurel St (Coast Guard),32.727782,-117.182286,San Diego County
92103,Lewis St & Stephens St,32.751711,-117.178611,San Diego County
92117,Clairemont Mesa Bl & Limerick Av,32.834277,-117.179192,San Diego County
92103,Lewis St & Ingalls St,32.751728,-117.175166,San Diego County
92121,Miramar Rd & Milch Rd,32.877937,-117.168657,San Diego County
92101,Broadway & State St,32.715569,-117.166685,San Diego County
92103,Washington St & Albatross St,32.749774,-117.166312,San Diego County
92101,Broadway & Front St,32.715598,-117.164952,San Diego County
92111,Clairemont Mesa Bl & Shawline St (Kaiser),32.832818,-117.162957,San Diego County
92103,University Av & 3rd Av,32.748197,-117.162926,San Diego County
92111,Genesee Av & Richland St,32.791162,-117.163215,San Diego County
92101,Broadway & 3rd Av,32.715614,-117.162107,San Diego County
92121,Miramar Rd & Distribution Av,32.878963,-117.162609,San Diego County
92101,Broadway & 5th Av,32.71566,-117.160297,San Diego County
92103,University Av & 5th Av,32.748209,-117.160581,San Diego County
92101,Broadway & 6th Av,32.715664,-117.159474,San Diego County
92108,Camino De La Reina & Camino Del Arroyo,32.766747,-117.158463,San Diego County
92101,Market St & 10th Av,32.711436,-117.155796,San Diego County
92126,Miramar Rd & Carroll Rd,32.881777,-117.15625,San Diego County
92101,Market St & Park Bl,32.711468,-117.153989,
92101,Broadway & Park Bl,32.715701,-117.154013,San Diego County
92123,Vista Hill Av & Meadowlark Dr,32.794851,-117.154588,San Diego County
92101,Imperial Av & 16th St,32.706214,-117.149702,San Diego County
92113,Logan Av & Sigsbee St,32.703815,-117.14776,San Diego County
92113,Imperial Av & 22nd St,32.706217,-117.144075,San Diego County
92126,Miramar Rd & Dowdy Dr,32.888037,-117.145451,San Diego County
92113,Imperial Av & 24th St,32.706225,-117.142551,San Diego County
92104,El Cajon Bl & Alabama St,32.75514,-117.142636,San Diego County
92126,Miramar Rd & Cabot Dr,32.889577,-117.142795,San Diego County
92113,Imperial Av & 26th St,32.706303,-117.138221,San Diego County
92104,El Cajon Bl & Arizona St,32.755164,-117.137718,San Diego County
92116,Adams Av & Arizona St,32.762805,-117.137701,San Diego County
92126,Mira Mesa Bl & Reagan Rd (E),32.912669,-117.13907,San Diego County
92113,Main St & 27th St,32.692725,-117.136004,San Diego County
92113,Ocean View Bl & Sampson St,32.702145,-117.135475,San Diego County
92113,Imperial Av & Hensley St,32.70632,-117.134665,San Diego County
92126,Mira Mesa Bl & Westonhill Dr,32.912745,-117.135774,San Diego County
92116,El Cajon Bl & Utah St,32.755177,-117.13284,San Diego County
92104,University Av & Utah St,32.74836,-117.132934,CAL Fire San Diego Unit
92113,National Av & 29th St,32.695852,-117.132229,San Diego County
92123,Balboa Av & Ponderosa Av,32.822113,-117.131906,San Diego County
92123,Aero Dr & Corporate Ct,32.809744,-117.132036,San Diego County
92102,Market St & 30th St,32.711565,-117.130433,San Diego County
92116,Adams Av & 30th St,32.762827,-117.130376,San Diego County
92104,University Av & 30th St,32.748336,-117.130241,CAL Fire San Diego Unit
92104,Upas St & 30th St,32.74103,-117.129481,San Diego County
92113,Ocean View Bl & 30th St,32.701115,-117.129668,San Diego County
92113,Imperial Av & 30th St,32.706343,-117.129623,San Diego County
92102,Beech St & Fern St,32.721221,-117.129511,San Diego County
92126,Mira Mesa Bl & Marbury Av,32.915895,-117.129972,San Diego County
92116,Adams Av & Boundary St,32.762836,-117.128372,San Diego County
92102,Market St & 31st St,32.711577,-117.127533,San Diego County
92123,Balboa Av & Ruffin Rd,32.822199,-117.128746,San Diego County
92113,Ocean View Bl & 32nd St,32.701137,-117.125436,San Diego County
92113,Imperial Av & 32nd St,32.706373,-117.125394,San Diego County
92102,Market St & 32nd St,32.711595,-117.1254,San Diego County
92108,Camino Del Rio N & Mission City Pkwy,32.775516,-117.12709,San Diego County
92102,Market St & 33rd St,32.711682,-117.122407,San Diego County
92113,Ocean View Bl & 33rd St,32.701153,-117.122716,San Diego County
92102,Imperial Av & 33rd St,32.706669,-117.122715,San Diego County
92116,Adams Av & 33rd St,32.763295,-117.12299,San Diego County
92104,El Cajon Bl & 33rd St,32.755155,-117.122499,San Diego County
92104,El Cajon Bl & 35th St,32.755154,-117.117522,San Diego County
92123,Aero Dr & West Canyon Av,32.808356,-117.12313,San Diego County
92116,Camino Del Rio S & Scheidler Wy,32.776671,-117.120392,San Diego County
92113,National Av & 35th St,32.695941,-117.119027,San Diego County
92104,El Cajon Bl & 35th St,32.75513,-117.118186,San Diego County
92113,National Av & 36th St,32.695948,-117.1172,San Diego County
92116,Adams Av & 35th St,32.763252,-117.117414,San Diego County
92104,El Cajon Bl & 36th St,32.755113,-117.115582,San Diego County
92113,Imperial Av & 37th St,32.704804,-117.114777,San Diego County
92104,El Cajon Bl & 37th St,32.7551,-117.113859,San Diego County
92113,National Av & 38th St,32.695978,-117.112565,San Diego County
92113,Ocean View Bl & 38th St,32.70121,-117.112642,San Diego County
92113,Imperial Av & 38th St,32.704811,-117.112661,San Diego County
92104,University Av & 38th St,32.749646,-117.111975,San Diego County
92108,Camino Del Rio S & 3661,32.777858,-117.115407,San Diego County
92113,National Av & 40th St,32.696013,-117.108281,San Diego County
92129,Carmel Mountain Rd & Freeport Rd,32.960686,-117.111006,San Diego County
92113,Imperial Av & 40th St,32.704755,-117.108782,San Diego County
92102,Home Av & Hixson Av,32.724346,-117.105247,San Diego County
92113,National Av & 41st St,32.696025,-117.106175,San Diego County
92102,Market St & Morrison St,32.71139,-117.105707,San Diego County
92113,Ocean View Bl & San Miguel Av,32.700483,-117.104596,San Diego County
92116,Adams Av & Biona Dr,32.763173,-117.104316,San Diego County
92102,Market St & Denby St,32.711398,-117.102927,San Diego County
92113,National Av & San Pasqual St,32.696415,-117.103062,San Diego County
91950,8th St & F Av,32.677562,-117.100406,San Diego County
92129,Carmel Mountain Rd & Stoney Creek Rd,32.963371,-117.103129,San Diego County
92105,Home Av & Fairmount Av,32.728334,-117.100155,San Diego County
92113,Ocean View Bl & Elizabeth St,32.700454,-117.099297,San Diego County
92113,Imperial Av & 45th St,32.704062,-117.098146,San Diego County
92113,Logan Av & 47th St,32.696708,-117.093202,San Diego County
92113,Ocean View Bl & 47th St,32.700405,-117.093982,San Diego County
92120,Zion Av & Crawford St (Kaiser),32.792896,-117.094257,San Diego County
92105,University Av & 47th St,32.749474,-117.093522,San Diego County
92105,University Av & Estrella Av,32.749453,-117.090201,San Diego County
92115,El Cajon Bl & 50th St,32.75669,-117.086929,San Diego County
92115,El Cajon Bl & 54th St,32.757876,-117.078627,San Diego County
92105,University Av & 52nd St,32.748994,-117.08377,San Diego County
92120,Zion Av & 51st St,32.792836,-117.083677,San Diego County
91910,E St & 3rd Av,32.644515,-117.081772,San Diego County
92114,Olvera Av & Gwen St,32.697845,-117.081531,San Diego County
92120,Zion Av & Waring Rd,32.7928,-117.081549,San Diego County
92115,El Cajon Bl & 54th St,32.757676,-117.079695,San Diego County
92114,Olvera Av & San Onofre Ter,32.698806,-117.077711,San Diego County
92115,El Cajon Bl & Dayton St,32.758148,-117.076892,San Diego County
92105,Grape St & 55th St,32.727606,-117.076993,San Diego County
92115,College Av & El Cajon Bl,32.761953,-117.066863,San Diego County
92114,Olvera Av & Las Flores Ter,32.699355,-117.07491,San Diego County
92114,Roswell St & Kelton Rd,32.715818,-117.075351,San Diego County
92105,Streamview Dr & Lynn St,32.743409,-117.071296,San Diego County
92114,Market St & Merlin Dr,32.71,-117.071626,San Diego County
92114,Skyline Dr & Radio Dr,32.70142,-117.071097,San Diego County
92128,Rancho Bernardo Rd & Acena Dr,33.022667,-117.070534,San Diego County
92154,Del Sol Bl & Ocean Bluffs,32.573762,-117.063038,San Diego County
92114,Imperial Av & 62nd St,32.709673,-117.064132,San Diego County
92114,Imperial Av & 63rd St,32.709878,-117.062558,San Diego County
92128,Rancho Bernardo Rd & Bernardo Oaks Dr,33.01929,-117.065459,San Diego County
92115,Streamview Dr & Hasty Dr,32.74399,-117.061295,San Diego County
92128,Rancho Bernardo Rd & Meandro Dr,33.018544,-117.063165,San Diego County
92114,Skyline Dr & Detroit Pl,32.70123,-117.059097,San Diego County
92115,Montezuma Rd & Reservoir Dr,32.769071,-117.057346,San Diego County
92114,Imperial Av & Woodman St,32.710718,-117.055637,San Diego County
92114,Skyline Dr & Woodman St,32.701171,-117.055391,San Diego County
92115,El Cajon Bl & Montezuma Rd,32.768139,-117.054481,San Diego County
92114,Imperial Av & 68th St,32.711255,-117.051328,San Diego County
92114,Imperial Av & 69th St,32.711802,-117.049539,San Diego County
92114,Skyline Dr & 69th St,32.702518,-117.049584,San Diego County
91941,University Av & 69th St,32.755068,-117.049622,San Diego County
92114,Skyline Dr & Buccaneer Dr,32.702751,-117.044948,San Diego County
92114,Skyline Dr & Sychar Rd,32.703165,-117.042949,San Diego County
92114,Skyline Dr & Siena St,32.70288,-117.03731,San Diego County
91941,University Av & Lowell St,32.7574,-117.037449,San Diego County
92119,Jackson Dr & Lake Shore Dr,32.797859,-117.035211,San Diego County
92114,Jamacha Rd & Glencoe Dr,32.715367,-117.032011,San Diego County
91945,Main St & Broadway (Lemon Grove Depot),32.742496,-117.030915,San Diego County
91941,University Av & Maple Av,32.761958,-117.030408,San Diego County
92119,Jackson Dr & Cowles Mountain Bl,32.795305,-117.028335,San Diego County
91942,University Av & La Mesa Bl,32.764145,-117.027018,San Diego County
92139,Paradise Valley Rd & Meadowbrook Dr,32.697677,-117.02511,San Diego County
91945,Jamacha Rd & Cardiff St,32.717545,-117.026117,San Diego County
91941,University Av & Allison Av,32.765777,-117.025048,CAL Fire San Diego Unit
92114,San Vicente St & Cardiff St,32.712157,-117.024967,San Diego County
92119,Jackson Dr & Lake Badin Av,32.794045,-117.024171,San Diego County
91942,Allison Av & Spring St,32.765964,-117.021517,San Diego County
92119,Jackson Dr & Boulder Lake Av,32.793547,-117.020744,San Diego County
92102,Market St & 28th St,32.711545,-117.13356,San Diego County
92123,Gramercy Dr & Pasternack Pl,32.802419,-117.134,San Diego County
92116,Adams Av & Idaho St,32.762818,-117.133589,San Diego County
92126,Mira Mesa Bl & Greenford Dr,32.91395,-117.132446,San Diego County
92116,El Cajon Bl & 30th St,32.75521,-117.129776,San Diego County
92113,National Av & 30th St,32.695899,-117.129207,San Diego County
92123,Aero Dr & Ruffin Rd,32.80979,-117.129036,San Diego County
92104,University Av & Grim Av,32.748404,-117.127893,San Diego County
92104,El Cajon Bl & Illinois St,32.755191,-117.127404,San Diego County
92116,Adams Av & W Mountain View Dr,32.763242,-117.126574,San Diego County
92104,University Av & Herman Av,32.748426,-117.125646,San Diego County
92113,National Av & 32nd St,32.695922,-117.124809,San Diego County
92126,Mira Mesa Bl & Rickert Rd,32.916993,-117.126721,San Diego County
92116,Adams Av & 32nd St,32.763313,-117.124717,San Diego County
92113,National Av & 33rd St,32.695901,-117.122712,San Diego County
92116,Camino Del Rio S & Mission City Pkwy,32.774683,-117.12361,San Diego County
92104,University Av & 33rd St,32.748736,-117.121811,San Diego County
92113,36th St & Imperial Av,32.705303,-117.116892,San Diego County
92116,Adams Av & 34th St,32.76327,-117.120237,San Diego County
92113,Ocean View Bl & 35th St,32.701176,-117.118308,San Diego County
92113,Ocean View Bl & 36th St,32.701169,-117.116562,San Diego County
92102,Market St & 36th St,32.711435,-117.116143,San Diego County
92104,University Av & Wilson Av,32.749689,-117.116454,San Diego County
92102,Market St & Gateway Center Dr,32.711411,-117.113607,San Diego County
92116,Adams Av & Cherokee Av,32.763238,-117.113835,San Diego County
92102,Market St & Gateway Center Wy,32.711385,-117.111831,San Diego County
92129,Carmel Mountain Rd & Paseo Cardiel,32.960732,-117.113011,San Diego County
92116,Adams Av & 39th St,32.763221,-117.110849,San Diego County
92113,Ocean View Bl & 39th St,32.701222,-117.110117,San Diego County
92131,Willow Creek Rd & Business Park Av,32.901635,-117.110975,San Diego County
92102,Market St & 40th St,32.711411,-117.108519,San Diego County
92108,Rancho Mission Rd & Friars Rd,32.787807,-117.108388,San Diego County
92129,Rancho Penasquitos Bl & Calle De Las Rosas,32.956055,-117.109823,San Diego County
92102,Home Av & Gateway Dr,32.723408,-117.107052,San Diego County
91950,8th St & National City Bl,32.675973,-117.106045,San Diego County
92116,Adams Av & Kensington Dr,32.763198,-117.106981,San Diego County
92113,Imperial Av & Messina Wy,32.704082,-117.105232,San Diego County
92105,University Av & Marlborough Av,32.749569,-117.105342,San Diego County
91950,8th St & C Av,32.676535,-117.103909,San Diego County
92113,Ocean View Bl & San Pasqual Dr,32.700457,-117.101937,San Diego County
92131,Willow Creek Rd & Caminito Covewood,32.898306,-117.104648,San Diego County
92124,Tierrasanta Bl & Santo Rd,32.823193,-117.10334,San Diego County
92115,El Cajon Bl & Menlo Av,32.755877,-117.094753,San Diego County
92105,El Cajon Bl & 43rd St,32.755013,-117.101515,San Diego County
92105,University Av & Fairmount Av,32.74953,-117.10017,San Diego County
92105,El Cajon Bl & Fairmount Av,32.755004,-117.100402,San Diego County
92113,Logan Av & 44th St,32.696762,-117.100169,San Diego County
92116,Camino Del Rio S & Caminito Pintoresco,32.776688,-117.100573,San Diego County
92105,University Av & Highland Av,32.749521,-117.098398,San Diego County
92113,Imperial Av & Greenwood Cemetery,32.704016,-117.101224,San Diego County
92102,Market St & 45th St,32.711352,-117.097559,San Diego County
92115,El Cajon Bl & Chamoune Av,32.755354,-117.096703,San Diego County
92105,University Av & Chamoune Av,32.749484,-117.09614,San Diego County
92113,Logan Av & 46th St,32.696716,-117.095634,San Diego County
92115,El Cajon Bl & Menlo Av,32.755723,-117.094161,San Diego County
92113,Imperial Av & 47th St,32.704026,-117.092632,San Diego County
92102,Market St & 47th St,32.711216,-117.092967,San Diego County
92120,Zion Av & Cartwright St,32.7929,-117.090443,San Diego County
92113,Logan Av & 49th St,32.696719,-117.089143,San Diego County
92120,Zion Av & Estrella Av,32.79287,-117.087579,San Diego County
92105,University Av & 50th St,32.749148,-117.086568,San Diego County
92115,Montezuma Rd & Collwood Bl,32.770324,-117.085055,San Diego County
92114,Olvera Av & Euclid Av,32.697459,-117.084277,San Diego County
91950,Imperial Av & Euclid Av,32.7047,-117.084365,San Diego County
92105,Federal Bl & Euclid Av,32.721274,-117.084389,San Diego County
92114,Roswell St & 51st St,32.711708,-117.084028,San Diego County
92115,El Cajon Bl & 52nd St,32.757242,-117.08294,San Diego County
92105,Grape St & 54th St,32.725658,-117.082743,San Diego County
92114,Imperial Av & San Jacinto Dr,32.705789,-117.082259,San Diego County
92105,Federal Bl & Pentecost Wy,32.72141,-117.082465,San Diego County
92114,Olvera Av & Santa Isabel Dr,32.698657,-117.079747,San Diego County
92105,Grape St & Champion St,32.725984,-117.079949,San Diego County
92114,Imperial Av & 54th St,32.70708,-117.078386,San Diego County
92114,Roswell St & Derby St,32.714997,-117.077664,San Diego County
92105,Streamview Dr & 55th St,32.742449,-117.076933,San Diego County
92114,Imperial Av & 55th St,32.707637,-117.076077,San Diego County
92113,25th St & Imperial Av,32.706489,-117.140278,San Diego County
92108,Texas St & Camino Del Rio South,32.767685,-117.139481,San Diego County
92116,30th St & El Cajon Bl,32.755559,-117.130248,San Diego County
92104,30th St & University Av,32.748633,-117.130208,CAL Fire San Diego Unit
92102,30th St & C St,32.717108,-117.129659,San Diego County
92104,30th St & Fir St,32.725635,-117.130261,San Diego County
92104,30th St & Redwood St,32.737535,-117.129359,San Diego County
92123,Ruffin Rd & Ridgehaven Ct,32.819555,-117.126776,San Diego County
92126,Black Mountain Rd & Gold Coast Dr,32.905552,-117.124255,San Diego County
92126,Black Mountain Rd & Miramar College Drwy,32.909723,-117.124355,San Diego County
92126,Black Mountain Rd & Activity Rd,32.89727,-117.123456,CAL Fire San Diego Unit
92126,Black Mountain Rd & Carroll Center Rd,32.899002,-117.123072,San Diego County
92123,Ruffin Rd & Aero Dr,32.810771,-117.119691,San Diego County
92131,Business Park Av & Willow Creek Rd,32.902495,-117.111769,San Diego County
92102,Midvale Dr & Gateway Dr,32.726524,-117.109453,San Diego County
92102,Ralene St & Midvale Dr,32.728587,-117.109278,San Diego County
91950,National City Bl & W 3rd St,32.680256,-117.108732,San Diego County
92105,Ralene St & Juniper St,32.729837,-117.108123,San Diego County
92102,Gateway Dr & Crenshaw St,32.724887,-117.108211,San Diego County
92105,Pepper Dr & Tulip St (Azalea Community Park),32.731672,-117.107894,San Diego County
92105,Violet St & Pepper Dr,32.732628,-117.106056,San Diego County
92124,Santo Rd & Aero Rd,32.810463,-117.105592,San Diego County
92113,43rd St & National Av,32.696003,-117.102599,San Diego County
92105,Fairmount Av & Dwight St,32.744173,-117.101026,San Diego County
92105,Fairmount Av & University Av,32.749786,-117.10097,San Diego County
91950,Highland Av & 14th St,32.673096,-117.096837,San Diego County
92124,La Cuenta Dr & Carbet Pl,32.821681,-117.097401,San Diego County
91950,Highland Av & 18th St,32.669781,-117.095541,San Diego County
92102,Fairmount Av & 47th St,32.72393,-117.093846,San Diego County
92113,47th St & T St,32.69829,-117.093812,San Diego County
92102,47th St & Hartley St,32.71026,-117.093732,San Diego County
92129,Carmel Mountain Rd & Cuca St,32.970065,-117.09531,San Diego County
91950,Highland Av & 30th St,32.659294,-117.091477,San Diego County
91950,4th Av & C St,32.651124,-117.088342,San Diego County
92128,Bernardo Center Dr & Maturin Dr,33.006212,-117.090615,San Diego County
91950,4th Av & D St,32.647238,-117.086797,San Diego County
91910,4th Av & Flower St,32.645483,-117.086111,San Diego County
91950,Euclid Av & La Paz Dr,32.698005,-117.085186,San Diego County
92114,Euclid Av & Guymon St,32.712553,-117.085145,San Diego County
92128,West Bernardo Dr & The Pointe,33.01584,-117.082479,San Diego County
91910,3rd Av & F St,32.641103,-117.079971,San Diego County
92115,Collwood Bl & Monroe Av,32.760004,-117.080878,San Diego County
92105,54th St & Pirotte Dr,32.728966,-117.080377,San Diego County
92105,54th St & Laurel St,32.730946,-117.07983,San Diego County
92105,54th St & Krenning St,32.73613,-117.079752,San Diego County
92105,54th St & Redwood St,32.737873,-117.079726,San Diego County
92105,Bayview Heights Dr & 1670,32.723166,-117.078912,San Diego County
92105,Bayview Heights Dr & Hudson Bay Ter,32.725556,-117.075845,San Diego County
92114,Pyramid St & Kenwood St,32.712084,-117.073976,San Diego County
92114,Kelton Rd & Pyramid St,32.713858,-117.073778,San Diego County
92114,58th St & Mira Flores Dr,32.700314,-117.073291,San Diego County
92114,Pitta St & Market St,32.710333,-117.072796,San Diego County
91911,3rd Av & L St,32.620798,-117.072,San Diego County
92128,Bernardo Center Dr & Rancho Bernardo Rd,33.024246,-117.074507,CAL Fire San Diego Unit
91911,3rd Av & Naples St,32.613854,-117.069253,San Diego County
91911,3rd Av & Oxford St,32.610562,-117.067969,San Diego County
92120,Waring Rd & Galewood St,32.794656,-117.068778,San Diego County
